host_id,host_about,sentence_cnt,WC,room_type_c,market,host_is_superhost,interestsTastes,lifeMottoValues,workEducation,relationships,personality,originResidence,travel,hospitality,other
20856424,Passionate bay area locavore chef James Stolich who cooks private dinners in your or his home and offers week night regional Italian & Spanish cooking classes.,1,25,Private or Shared Room,San Francisco,f,0,0,1,0,0,1,0,0,0
30250,"Nichole and Julien are a young married couple living in the heart of  San francisco CA.
We love life, meeting new people and travel to see new landscapes.
Airbnd is great concept for us as it lets us share the beauty of our ciry with others and helps us explore as well.

",3,52,Private or Shared Room,San Francisco,f,1,0,0,1,0,1,2,1,0
31039935,"I am a vivacious and happy woman. I travel, I go to classic car shows and I own a 1957 Chevy 210. I volunteer for the San Francisco Symphony, after having worked there for 31 years. I am also involved fundraising car shows. We just did one for the Pancreatic Cancer fund. I now have the time and space to host fellow travelers in my home.",6,63,Private or Shared Room,San Francisco,t,4,0,1,0,1,0,1,1,0
3228078,"Small family-focused home with a friendly teenage son (away at college most the year) and a medium-size, friendly mellow dog. We're into sports, movies, museums, music and cooking. We've done extensive world traveling and hosted 37 foreign exchange students. Everyone loved staying with us and we still have many worldwide friendships. 

We're easy going, super friendly and welcoming, and will do whatever we can to make your stay memorable. We look forward to meeting new people, and enjoy seeing pictures of their family, where they live, and their favorite activities. 

We believe in taking care of the environment and use only all green, all natural products in our home. We recycle, reuse, compost, grow herbs and attempt to leave a low carbon footprint. 

Wherever you come from, you bring a piece of your culture and we leave with you a piece of ours. This is what enriches our lives and why we do airbnb. ",10,155,Private or Shared Room,San Francisco,f,3,0,0,1,1,0,1,6,0
4017323,"A Bay Area native, Rob Landsness joins the TRI Coldwell Banker team working with top producing agent Silvia Damen. Coming from a family of real estate investors, Rob has developed an intimate knowledge of the city having lived in various parts of the city over the years; including the Marina, Pacific Heights, and SOMA.

Finding or listing a home can be a stressful and overwhelming experience. Rob is single-minded in his pursuit of clients’ desires, whether to sell at the best possible price or to buy the perfect property. From inspectors to stagers, painters to handymen, electricians to interior designers, plumbers to general contractors, architects to interior designers, Rob has the right referrals and relationships for each situation.

Before entering the residential real estate market, Rob engaged in high-end wine management services and the procurement and sale of blue chip wines to hundreds of collector clients worldwide. The management and building of these collections ranged in scale from a few thousand dollars to multi-million dollar investments with locations spanning the globe.

Rob is actively involved in the local community through charities such as The Guardsmen and Friends of Larkin Street. Currently he is Chairman of the St. Francis Yacht Club’s Dining Committee and is an active member of the Olympic Club. Rob’s formal education includes a degree with honors from New York University and the Thacher School.",10,232,Entire Home/Apt,San Francisco,f,1,0,5,0,0,1,0,1,0
5050189,"Easy Going, Fun, Very Easy to Get Along With
Excellent host for San Francisco with a deep knowledge of the San Francisco Bay Area
I love to travel and I love it when people make me feel comfortable in their part of the world.  I like to repay that favor and keep the cycle going
",2,55,Entire Home/Apt,San Francisco,f,1,0,0,0,1,1,1,1,0
6202502,"From Cali. Full-time Nurse and Nursing Manager at a hospital. I manage all of the nurses for the Emergency Room for several hospitals in Northern california and Southern California, am a travel nurse with captain ranking for the U.S. Military, and am getting my Executive MBA in Hospital Management at UC Irvine. I love to manage properties for homeowners at a SF startup and host people from around the world. And love to travel and see things.",5,79,Entire Home/Apt,San Francisco,f,0,0,3,0,0,2,1,0,0
13203909,"I was born and raised in New Orleans, and I'm currently splitting time between NO and LA. This is my family's home. It's been turned into apartments, perfect for spending a few days or weeks in the Crescent City.

I am an attorney and enjoy investing in and managing real estate properties. In my free time, I love traveling and trying new restaurants. I recently traveled to Trinidad and Tobago for Carnival. I try to enjoy life to the fullest, and I don't take myself too seriously.",7,87,Entire Home/Apt,New Orleans,f,2,1,1,0,0,2,2,1,0
1264795,"i was born and raised in the cornfields outside of south bend, indiana, and new orleans was the only place i was prohibited from coming as a child: my parents would drop my sisters and i off with our grandparents in dallas, come here and have fun, then tell us ribald stories about this magical, musical place when they got back. now i'm enjoying the last laugh, watching the palm trees sway outside the window while they're snowed in. i can scarcely imagine living anywhere else.

i've traveled and worked as a journalist and interviewer all over the country--bomb magazine in brooklyn, the chicago tribune, and the portland mercury--before washing up down here. i was paid to study brazilian music for two years at tulane, and now do freelance web/graphic design, photography, and color correction on films. i've played the drums all my life, am learning piano, and can muddle through on bass and guitar. i'm a proud coffee, tea, pizza, and vinyl snob. i have ambitions of re-starting a band, painting, and opening a vintage trailer park B&B/pizzeria somewhere in town. i'm the part-time adopted father of a beagle in advanced middle age whose personality resembles eeyore's. 

i'm also an avid couchsurfer (username: letsjumpnow), and would love to have more space to truly host and interact with my guests, but until then, enjoy having the place to yourself! ",10,236,Entire Home/Apt,New Orleans,f,3,0,2,1,1,2,1,1,0
6289109,"Interior and furniture designer in New Orleans-
My husband is from the area and I have lived here for over 40 years-
we are anxious to help you explore our historic city.
We are also familiar with all music venues - our son is 
a musician who often plays in the French Quarter and Frenchman St.!",2,54,Entire Home/Apt,New Orleans,f,1,0,1,2,0,2,0,2,0
7354654,"Aaron: Charter fishing guide, BBQ shack owner
",1,7,Entire Home/Apt,New Orleans,f,0,0,1,0,0,0,0,0,0
29404086,"We've spent many years living in & out of New Orleans & the spirit of the city always calls us back. We love our home because of it's great location & hope you'll enjoy your stay, relax & fall in love with this city as we have!",2,43,Private or Shared Room,New Orleans,f,0,0,0,0,0,1,0,1,0
1689546,"Hospitality is my forte and I love to host guests and make them feel comfortable, whether I am home or not.. I travel for work, so my home becomes available often. 
I am clean, simple and quite practical.
I do have two cats whom you will never meet because they stay with me always. However please keep in mind if you have allergies. 
Music and dance are my passion and profession, hence living in NYC and NOLA
Please contact me if you'd like a place to stay and WELCOME HOME! 

Sincerely, 
Rebecca",7,92,Entire Home/Apt,New Orleans,f,1,0,1,1,0,1,1,3,1
1182432,"Happy, Younger, Retired Married Couple,
who have Classic Log Cabin for relaxing vacation rental in Holladay 38341, in Middle - Tennessee.

Search       LittleEasyCabins         or      Little Easy Cabins       to find us on the web.
 
Located west of where the Tennessee River crosses I-40. Exit 133.  
70 miles from Nashville & 120 miles from Memphis. 
Near to Birdsong Marina, Camden Tn 38320

Also, in the winters, we AirBnB our New Orleans apartment 
at the corner of Sixth + Carondelet, as a shared space.

Call Us Direct 
                         Jeff Drinkwater
                         13631 Birdsong Rd
                          Holladay,  TN  38341
Li7tt3l1e
Easy584
Cabin2122 Cabins",7,89,Private or Shared Room,New Orleans,f,0,0,0,1,1,4,0,2,1
10383689,"Service industry profession and Sewanee grad living in NOLA. I share my home with a big, friendly dog. I have been living in NOLA for 8 years and would love to point you in the right direction of fun places to go and fun stuff to do!",3,46,Private or Shared Room,New Orleans,f,0,0,1,1,0,2,0,1,0
13701548,"A New Orleans native, I am currently a law student and also drive a pedi-cab in the quarter part time! If I'm in town while you're staying at my home, you can also hire me to show you around the French Quarter, Marigny, CBD, Warehouse District, or Garden District on my pedi-cab! 

My biggest passion is New Orleans. It truly is an amazing city to explore and get to know. The food, the culture, the music, the people- all unique parts of what makes New Orleans what it is. 

Staying in my home, you'll get to experience New Orleans the way a local does. My home is located on Canal Street, so you have the added convenience of the streetcar rolling right in front of the house all the way downtown. Mid-City is a great neighborhood with lots of restaurants, cafes, and attractions including City Park, the NOMA, and it is within walking distance of the Fairgrounds where Jazz Fest is held. 

Welcome to New Orleans and please make my home yours!",9,175,Entire Home/Apt,New Orleans,t,3,0,1,0,0,7,1,5,0
31004,"I'm from New Orleans and work in insurance. I love to travel, see live music and try new food! I am also an avid runner and huge animal lover.",3,29,Entire Home/Apt,New Orleans,f,2,0,1,0,0,1,1,0,0
39880373,"As a host of many who transition to New Orleans to live, it's a fun and rewarding experience to share such a fabulous city with folks who are open to culture and excitement.  The satisfaction of hosting comes in the process of knowing you're going to enhance someone's travel experience and make them happier! While new to Airbnb, I have been hosting on other travel websites for the last 5 years and I have 200+ reviews for properties that are all 4.5 and 5 stars. Looking forward to meeting you!",4,86,Entire Home/Apt,New Orleans,f,0,0,0,0,0,1,0,4,0
28070139,"I am a female in my thirties with a black lab mix who still thinks he is a puppy even though he's six.  I love all the festivals and activities that New Orleans has to offer, great food, and great music.  I love the arts: music, poetry, theatre, photography, etc.  I am a photographer so you'll see lots of my stuff throughout the house.  I enjoy going to the movies, out for dinner/drinks with friends, and nights at home with a good movie.  One of my favorite festivals to attend is French Quarter Fest.",6,95,Private or Shared Room,New Orleans,f,4,0,1,1,0,1,0,1,0
4655255,I have lived in New Orleans since I was 24 and am an avid Saints fan. I love the city and hope you have a great time at Super Bowl 2013.,2,29,Entire Home/Apt,New Orleans,f,1,0,0,0,0,1,0,0,0
11167126,"I am a Italian/American and Bulent is Turkish.  We are professionals  with one four legged child (dog).  We both travel often and love to host in our beautiful city.  We enjoy cultural events, music, and good food!  Non-smokers.

",5,40,Private or Shared Room,New Orleans,f,1,0,1,2,0,1,1,1,0
3520528,"I work in the software industry by day and swing dance at night. I moved to New Orleans because I love the culture, food, music and history of this city and I'd be happy to share it with you. I'm a people person, so ask me questions or tell me what you like and I'll tell you where to go. I like to meet my guests, preferably when they arrive, but hopefully at some point during their stay if I don't greet them at the door. However, it is your vacation, so most of the time, you won't see or hear from me unless you call/text me.",5,108,Entire Home/Apt,New Orleans,f,2,0,1,0,1,1,0,3,0
20092476,"I design leather and non-leather accessories. 
From the east coast - NYC & Boston originally, but finally made it here and love it! ",2,22,Entire Home/Apt,New Orleans,f,0,0,1,0,0,1,0,0,0
12010926,"We are happy ambassadors for New Orleans.  Ask us where to go, what to see, and what you shouldn't miss in our great city.  ",2,24,Private or Shared Room,New Orleans,t,0,0,0,0,0,1,0,2,0
2743444,"I am a lively person in this wonderful city. I love music, food, travel and hanging out with friends and family. I enjoy meeting new people and showing them the way I have fun here. I love that there is an endless variety of things to do here. I am outgoing, fun and have great energy.",5,56,Entire Home/Apt,New Orleans,f,3,0,0,1,2,0,1,1,0
4645353,"Young Professional Originally From the West Coast.
Animal & Music Lover.

2015 Adventures to include Asia!",3,14,Private or Shared Room,New Orleans,f,1,0,1,0,0,1,1,0,0
113142,"Hello! I am douglas. I like to travel, drink wine and bicycle.",3,12,Entire Home/Apt,New Orleans,f,1,0,0,0,0,0,1,1,0
3068956,"New Orleanian at heart who loves people who love the New Orleans vibe as well.

Come to New Orleans with no pre-conceived notions and experience America's unique city in all its beauty and oddity and rarity.

History, art, plants, books, gardens, food and peace is where it's at.",3,49,Entire Home/Apt,New Orleans,t,1,0,0,0,0,2,0,1,0
9613633,"Hi I'm Italian documentary filmmaker.
I love history, reading and music.
i am often out of town for work or travel. ",3,21,Entire Home/Apt,New Orleans,f,1,0,1,0,0,0,1,0,0
3152134,"I live to eat good food and drink good wine, and savor every morsel and sip of life!  Thankfully, I have a job that allows me to do that while living in the best epicurean city in the world!  Come on down to N'awlins and check it out!",3,48,Entire Home/Apt,New Orleans,f,2,0,1,0,0,1,0,1,0
4882781,"Dan lives in an 1860 side gallery shotgun in the old Creole neighborhood of the 7th Ward in New Orleans with wife Rachel and son Max. Originally from Australia but have lived in New Orleans for nearly 11 years. Helps to run a community design center out of Tulane School of Architecture. Loves playing ,usic, eating and drinking with good people and travelling to beautiful places!",4,64,Private or Shared Room,New Orleans,f,1,0,1,1,0,2,1,0,0
32130596,"I am an visual and musical artist. I enjoy nature,fine cuisine, and photography. My favorite type of book is a gripping science fiction. The world is a beautiful place and I am happy to be here. I've lived in New Orleans for over three years now and am convinced it is the greatest city in the United States. I can give you the information you need to have a good time here.  ",6,73,Private or Shared Room,New Orleans,f,2,1,1,0,0,1,0,1,0
15018669,"If it's not obvious, I'm a designer - an ex-architect who after twenty years sold my eight-person branding and graphic design studio here in NO in order to go out on my own and re-focus my work. In May of 2014 I was lucky enough to be able to buy the guest house across the street from mine from my wonderful neighbors, do a little renovation, and share it with the world. I work from home most of the time (unless I'm at The Orange Couch, my favorite coffee shop not far away) so I'm often around. 

I'm generally a vegetarian, but lately I've fallen off the wagon for seafood - we'll see about that. I love riding my bike in the Quarter. My teenage son is 6'4"" and counting (and that doesn't come from me). I'm pretty handy with tools and gadgets. I'm kind of a closet sci-fi fan. My favorite thing about this city is where the old meets the new. I have a background in classical music, having played the 'cello in my youth (fell off that wagon too, sadly), but some day want to play new music. I love the IDEA of books, but read too slowly to make it happen much. I love traveling, but these days I don't get to enough (I'm looking forward to living a little vicariously through you). I love dashes (and parenthetical comments). It will seem odd once you meet me, but I grew up in Dallas, Texas (and I still miss good Tex-Mex). 

I came here to Tulane in 1984, during the World's Fair - and I never left (except for an almost year-long stint in Austin after Katrina). In contrast to all the other eighteen-year-olds in my midst, I didn't really like New Orleans at first - I felt like the place was dirty, nothing worked, the people weren't so bright. Then, at some magic moment I GOT it - the place is not dirty - it's well-worn with a patina that reflects that it is REAL and loved and storied. Everything works that we NEED to have working, and we don't fret too much about the rest. And as for the people - well, in fact, they understand things that apparently no one any place else seems to understand. They have their priorities straight, and then some. My college friends are still flummoxed - and super-jealous.

When my son and I moved to Bywater from Uptown in 2007, I was probably a little conspicuously polished for the neighborhood, but as the area has gotten fancier since then, I no longer stand out so much. I love the neighborhood as it is today - it's pretty hard to argue with the quality of life. But certainly it is a little less ""romantic"" (depending, I guess, on what you romanticize - I do like some patina and weirdness and the tall bikes that are not as common as they were) than when I first got here. In Rebecca Solnit's amazing recent book ""Unfathomable City"" (you can find a copy in the house), one of the maps featured shows insights as to where different kinds of people live in NO - my neighborhood is full of folks who ""gentrify and question gentrification"". I guess that's me. I love it, but I do miss some of the rough edges.

Anyway, all this to say - I love Bywater like my own. It IS my own. And I look forward to you becoming part of it in your own way too. Walk it, bike it, eat it, drink it. And let me know how I can help you do all that!",32,603,Entire Home/Apt,New Orleans,f,9,0,2,3,0,5,1,6,4
3056024,"I am a 28 year old bartender and a choreographer from New Orleans, LA. I LOVE to travel. I can't imagine living anywhere other than New Orleans, but I can't stay in one place for long so I love to take little weekend getaways. My favorite place in the states to visit is NYC, California or Seattle. I'm definitely a city girl who loves art, entertainment, music and the night life. I enjoy meeting new people over a nice cold drink, maybe one day I'll meet you! xo",7,87,Private or Shared Room,New Orleans,f,2,0,1,0,2,2,2,0,1
5134411,"I'm a life-long New Orleans resident, college counselor, teacher, and writer. I have travelled many countries, but my first love is this city--for its whimsy, blasts of light, and many weathers. You should come here too. ",3,38,Entire Home/Apt,New Orleans,t,0,0,1,0,0,1,1,1,0
27491545,"I am a New Orleanian and I have dedicated my life to uncovering and sharing the authentic story of New Orleans with my community and the world. I love to travel and experience the authentic stories of other places as well. I prefer to stay with real people in real homes when I travel and I look forward to hosting you in my home for your time in New Orleans. I love Louisiana history and I am a consummate collector of New Orleans and Louisiana material culture. I also love cooking, music, reading, writing, art and decorating.",5,97,Entire Home/Apt,New Orleans,f,3,0,0,0,0,2,1,1,0
1624301,"Born and raised in New Orleans.  I'd love to host you in our wonderful city of New Orleans.  We are looking for respectable, clean, professional people who we can trust in our lovely homes.  We have several private rental homes we have available. A lot of hard work and many memories have been made growing up here.  We would love to share it with you during your travel and stay in New Orleans.  We've hosted family and movie rentals for both long and short term. Please inquire and I'll be happy to answer any questions.
",8,95,Entire Home/Apt,New Orleans,f,0,0,0,0,0,3,0,6,0
2356643,"I'm a former manager at a large accounting firm, now an entrepreneur running two businesses in Boston, and a travel-enthusiast (the back-packing kind). 

I have a reliable team supporting me, and I am passionate about providing a nice stay for you.

I also run a flexible office space company in downtown Boston with professional rooms setup, and amazing views of the city from its floor-to-ceiling windows. If you're here for business, do check us out! I can hook you up with a great office/desk deal. ",5,90,Entire Home/Apt,Boston,f,0,0,2,0,0,1,1,3,0
2503703,I have a great home and happy to rent it.,1,10,Entire Home/Apt,Boston,f,0,0,0,0,0,0,0,1,0
15501263,"Hello and welcome! 

We have lived in the Greater Boston area for the past 20 years and love meeting new people. We are fluent in English, Taiwanese and Mandarin Chinese. 

Guests can expect total privacy from us as we stay primarily at one section of the house and our guest rooms are located on the other side or another floor. We are always happy to help and usually not more then a phone call or text away should you need us. 

We look forward to meeting you and having the pleasure of providing you with a clean, beautiful room in an amazing neighborhood!

",6,102,Private or Shared Room,Boston,f,2,0,0,0,0,1,0,4,0
855581,"I am a writer and photographer for a local magazine, I also manage four vacation properties in Naples, Florida and Park City, Utah. I'm an animal advocate and usually have a stable of animals living with me. I love to travel and have lived and/or traveled all over the world. I speak passable Italian but wouldn't be able to keep up a philosophical conversation in it, unless it regarded food...

",4,71,Entire Home/Apt,Boston,f,2,0,1,0,0,0,1,0,0
5160525,"I always seem to move back to Boston. I've lived in Atlanta, Washington DC, and even Sarajevo, Bosnia-Herzegovina, but I always end up moving back here.
",2,27,Entire Home/Apt,Boston,f,0,0,0,0,0,2,0,0,0
892781,"Expat Brit living in Boston. I love travel, meeting new people, sailing, literature, theater, exploring new cities on foot, going to the Boston symphony, and eating amazing street food.",2,29,Private or Shared Room,Boston,f,1,0,0,0,0,1,1,0,0
847253,"Hello,

Hospitality is my life, and that is proven in my extensive career in the hotel business,  as CEO of a private dining and events management  firm and currently as an executive trainer and consultant in the field of American business etiquette and international protocol.

I have traveled the world and have a great respect for varied cultures, cuisines and global events. I will make sure your visit to Boston is comfortable and enjoyable.",3,74,Private or Shared Room,Boston,f,0,0,1,0,0,1,1,2,0
28184994,"I'm a mother of two, a writer and a drummer.  I am a native of the Boston area.  I worked in the Hospitality Industry for 20 years and can help you find whatever you need in Boston!",3,36,Private or Shared Room,Boston,f,0,0,2,1,0,2,0,1,0
14342770,"I recently moved to Boston for a job in healthcare venture capital. Prior to moving here I've lived in New York, Philadelphia, Los Angeles, Vancouver, and Taipei. Outside of work, I enjoy basketball, boxing, traveling, great food, and karaoke.",3,39,Entire Home/Apt,Boston,f,1,0,1,0,0,2,0,0,0
9662986,"I'm originally from the Netherlands and I'm now working as a researcher in Boston, and hence travel quite a lot. While travelling I like to use airBnB and of course others can then use my own apartment!",2,37,Entire Home/Apt,Boston,f,0,0,1,0,0,1,2,0,0
43613912,"Hi my name is Drew; I am a hospitality professional with a passion for eating, cooking, travelling and meeting new people. It brings me great pleasure to host guests in apartments around Boston through Airbnb. I'm great at showing guests a good time while they visit this great City. 

If you'd like to see my other listings please email me and I look forward to you staying with me. ",4,69,Entire Home/Apt,Boston,f,1,0,1,0,0,0,1,3,0
5918950,Young professional,1,2,Entire Home/Apt,Boston,f,0,0,1,0,0,0,0,0,0
5316617,"I am a working professional and attend business school at night. My greatest passions are food and travel and I love cooking.  One of my favorite travel destinations was Myanmar in 2012.  I especially loved Bagan.  I love entertaining and hosting and always do my best to impress.  As a host or a guest, I think some of the smallest details can make a big difference - little things like; kleenex on the night stand, good shampoos and soaps, and whenever possible I like to leave fresh flowers.",6,86,Entire Home/Apt,Boston,f,2,0,1,0,0,0,3,1,0
7271526,"Hi, I enjoy travel and I love hosting nice people in my homes.",1,13,Private or Shared Room,Boston,f,0,0,0,0,0,0,1,1,0
7506913,"I am a professional woman working as a Certified Court Interpreter and also, a business owner in Roslindale.  Originally from South America but living in the US for 40+ years.  Having traveled to many countries over the years, it has been my privilege and joy to meet and interact with many people. I enjoy gardening, cooking and listening to music from all over. Love to travel, specially in Europe!!",6,68,Private or Shared Room,Boston,f,1,0,1,0,0,2,2,1,1
4789734,"I'm an outgoing, hard working late 20's professional living in Boston - the city of champions!",1,15,Entire Home/Apt,Boston,f,0,0,1,0,1,1,0,0,0
9424642,Business man and wife living in Boston.,1,7,Entire Home/Apt,Boston,f,0,0,1,1,0,1,0,0,0
352441,"Hello!

I am a Boston teacher who is also an avid world traveler.  In addition to teaching, I run travel blogs to encourage more people to travel. My husband is also a teacher, and we now have a sweet baby who enjoys traveling, too!

I have had a great experience with AirBnB over the years, both as a host and as a guest, and look forward to hearing from you.",5,70,Entire Home/Apt,Boston,f,1,0,3,1,0,0,3,2,0
37367760,"world traveler, adventure seeker, yoga instructor

homes > hotels any day",1,10,Private or Shared Room,Boston,f,1,0,0,0,0,0,1,0,0
15123694,"Culture and somewhat civil discourse are welcome. Foodie without the snob. Love meeting new people and playing host. Like to laugh, who doesn't? Grateful for my good fortunes. A few personal passions: ocean, travel, yoga, books, films and chocolate. Loyal friend, sister, daughter and proud auntie. My old dog Angus is an angel.",8,53,Private or Shared Room,Boston,t,3,0,0,2,2,0,1,1,0
18741681,"Our names are Kate & Chalais and we love spending time enjoying our neighborhood. We spend as much time as we possibly can exploring and adventuring around New England. We love the ocean, biking, , learning new things and generally anything that keeps us outside. Boston is an exciting, beautiful, fun and very active city! Our green family friendly neighborhood has a relaxed and young vibe that can't be beat. We truly love where we live and are so happy to be on Airbnb as hosts. Making people feel comfortable and at home in our neighborhood is our pleasure. We believe in the culture of travel, trust and community and feel Airbnb offers an amazing opportunity for people like us to connect with others.  ",8,122,Entire Home/Apt,Boston,f,2,0,0,1,0,2,2,4,0
13622079,Lose everything in order to gain everything...,1,7,Entire Home/Apt,Boston,f,0,1,0,0,0,0,0,0,0
9039262,"Hi, I'm Steve. 
Love to travel and doing quite a bit at moment for research as a college lecturer and visiting scholar in entrepreneurship. Passions include fly fishing; show me a river filled with trout or salmon anywhere in the world, and I'll catch and release for days on end!",3,50,Entire Home/Apt,Boston,f,1,0,1,0,0,0,1,0,1
8792144,"Originally from Boston (Rachel) & Portland, ME (Nate), we live upstairs from the unit, and have quickly fallen in love with Charlestown and all it has to offer!  We are here for any questions you might have :) ",2,36,Entire Home/Apt,Boston,f,0,0,0,1,0,1,0,2,0
7304995,I work in real estate in greater West Los Angeles.  I moved to LA to attend college and have loved living here ever since!,2,24,Entire Home/Apt,Los Angeles,f,0,0,2,0,0,2,0,0,0
4809657,I am from Denver but live in Los Angeles. I am very into fitness and nutrition.,2,16,Entire Home/Apt,Los Angeles,f,1,0,0,0,0,1,0,0,0
17020845,"25 year residents of Manhattan Beach.  Family of four + two dogs.  We love surfing, biking, eating and enjoying everything that the beach has to offer.",3,24,Private or Shared Room,Los Angeles,f,1,0,0,1,0,1,0,0,0
38120308,"Hi there! My name's Elizabeth, I live in Venice Beach and love every minute of it and am happy to get to share my home with others! :) 
I work in the fashion industry as a designer. My favorite hobbies are exercising on the beach, painting and Happy Hour! Thanks for taking a look at my apartment & please let me know if there's anything I can help you with. Look forward to hearing from you :)",6,74,Entire Home/Apt,Los Angeles,f,1,0,1,0,0,1,0,3,0
24594711,"I am a Breckenridge local who moved to Los Angeles. I love art and delicious food, both of which are easy to find in LA. I also love decorating and you will notice how cozy and warm my studio feels!  Traveling and music are two of my passions. I enjoy sharing my beautiful space with similar people and showing them the best LA has to offer. ",5,66,Entire Home/Apt,Los Angeles,f,3,0,0,0,0,3,1,2,0
4097376,"Originally from Los Angeles, I currently live in San Francisco.  I love the outdoors, traveling, and meeting new people.  I have lived in Italy and Spain and traveled throughout Europe, Southeast Asia, and parts of the Middle East.  I love art, music, good food, politics, and philosophy.  In my free time, I like to read, write, occasionally paint, and do yoga.  

",5,61,Private or Shared Room,Los Angeles,f,3,0,0,0,0,2,2,0,0
2863789,Just love meeting people from all over the world.,1,9,Entire Home/Apt,Los Angeles,f,1,0,0,0,0,0,0,1,0
9855408,"I am an Interior Designer and Vintage Dealer, that specializes in small spaces and California Lifestyle Living.  I enjoy the arts, nature and living a great life.  ",2,27,Entire Home/Apt,Los Angeles,f,1,0,1,0,0,0,0,0,0
5456032,"A responsible, respectful host and traveler who treads lightly and tends to prefer the urbane to the bucolic. :)",2,18,Private or Shared Room,Los Angeles,f,0,0,0,0,0,0,0,1,1
10199789,"I am currently a high school principal at a private school in Los Angeles, although I've worked in a few different areas throughout my life. I've also worked as a photographer and university professor. I am also a Le Cordon Bleu-trained chef. I love meeting new people and learning about different cultures. My home is my sanctuary and I'm happy to share it with others. 

My favorite travel experience was on the hotel train in Europe. I would board the train in the evening, have a wonderful meal and a hot shower in my little room, then go to sleep and wake up in a different country every morning, ready to explore. ",7,113,Entire Home/Apt,Los Angeles,t,1,0,3,0,0,0,2,1,0
22768046,"Chris runs a small music software company in Ojai, CA. Gillian is Operations Director at the Ojai Music Festival. We LOVE L.A. and Missoula, MT.",3,26,Entire Home/Apt,Los Angeles,t,0,0,2,0,0,2,0,0,0
8402388,"I'm a responsible and easy going person, I will do my best to make you a comfortable stay and pleasant time in LA!",1,23,Entire Home/Apt,Los Angeles,f,0,0,0,0,1,1,0,1,0
9683256,"My name is Cat and I'm a documentary filmmaker and photographer. I love art, music, climbing, skiing, cooking, traveling, and adventuring with my three legged dog, Lola. She is loving, silly, and never a disturbance. I work from home, but I am often out of the house.  As your host, I'm happy to give you complete privacy but also excited to engage, share a drink, or provide travel advice if that's what you're looking for!",5,75,Private or Shared Room,Los Angeles,f,2,0,2,2,0,0,1,1,0
11379535,"Manhattan Beach is my birth city and most of my youth and teen/young adult years were spent in Redondo Beach. Having grown up in the area, I am well-versed with all MB has to offer.  

We have a close knit family of children and grandchildren who were, or are being, raised in the Los Angeles area.  We love to travel and have been all over the world on wonderful vacations.  I walk at least 4 miles a day, listening to books (mostly mysteries and thrillers) downloaded to my iPhone.  

I have worked as a fashion consultant for an eco-friendly, made in America, clothing company since fall of 2008 and enjoy working with women to get their best look and most comfortable clothing, by introducing them to our brand.  I love spending time with the grandkids, as well as traveling, playing golf, and keeping up with properties we own. I look forward to sharing our MB home with others and giving lots of inside tips to make our guest's stay the best it can possibly be!",8,176,Entire Home/Apt,Los Angeles,f,2,0,1,1,0,2,2,2,0
29594778,"I'm a proud mom of two sons (22 and 25) who I raised in our beautiful home in our spectacular community of Manhattan Beach.  I love movies, theatre, my pets, my friends...and my family, of course.  I've traveled around the world and the U.S. both personally and professionally, so I know how important comfortable lodging can be.   Welcome to my home!  I like my guests to feel relaxed and completely happy during their visit.  If you need a ride to the airport, I'd be glad to take you.  Believe me, I'll do everything I can do make sure you enjoy every minute of your time in Manhattan Beach.",7,108,Private or Shared Room,Los Angeles,f,1,0,1,2,0,2,1,5,0
15227362,Makeup Artist for Film and Televison,1,6,Entire Home/Apt,Los Angeles,f,0,0,1,0,0,0,0,0,0
3240960,"Raised in Northern California, but I have lived in Los Angeles for 15 years. Love it here. I work in land use and development building luxury apartments.  Single guy, living in Hollywood but I travel alot for work leaving my beautiful apartment available for travelers looking for an exciting and fun place.",4,51,Entire Home/Apt,Los Angeles,f,0,0,1,0,0,3,1,0,0
50148570,"Just a down to earth, hard working woman here. Hopefully I will accommodate and welcome lovely people from all walks of life into my AirBnB :) ",2,25,Entire Home/Apt,Los Angeles,f,0,0,0,0,1,0,0,1,0
20828139,"Originally from Massachusetts, I've lived out in LA for about 4 years. I'm a creative person, spending most of my time writing and performing stand up comedy!",2,26,Private or Shared Room,Los Angeles,f,1,0,1,0,1,1,0,0,0
2727122,"Hi there!  If you're new in town, or in need of a home away from home - book with us!",2,19,Private or Shared Room,Los Angeles,f,0,0,0,0,0,0,0,2,0
23313128,"Hi. I’m a broadcast designer and work for TV industry. Easy going, kind, and friendly. I will provide the information about things that you need if I can. I’m not much of a cook (you’re welcome to), but I’m a good navigator for Asian food.",5,49,Private or Shared Room,Los Angeles,t,1,0,1,0,1,0,0,1,0
9862811,"I take great joy in providing the finest experiences for my guests. Strangers put their trust in me for their accommodations and I strive to make their trip enjoyable and comfortable, with the hope of making friends along the way.
",2,40,Entire Home/Apt,Los Angeles,t,0,0,0,0,0,0,0,2,0
12868266,"eccentric art and antique collecting artist living alone in echo park, i love it here i work for myself making jewelry and clothing. i have tons of books plants and strange artifacts. 
i tried to make my house the best and most interesting place you could stay, read books walk to the park sit on the balcony in the sun! i love this house!",4,64,Entire Home/Apt,Los Angeles,f,2,0,1,0,0,0,0,2,0
3273889,Young Professional living and working in Venice. I truly have a good life these days and want to share and explore....,2,21,Entire Home/Apt,Los Angeles,f,0,0,1,0,0,1,0,1,0
